Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
-0.030908861182654512,-0.8762243871498736,-0.05710253838814577,1.266263556675614,-0.8748054697925235,1.509311101332388,0.41510614790751404,-0.8790673186627984
1.4122706795390612,1.1412601779468106,-1.4396719497714947,-1.3727193424138295,1.1431112796278797,-1.5371110091262599,-0.2684380300955508,1.1375693064339594
1.4122706795390612,1.1412601779468106,-1.0940295969256575,-0.4930583760506817,1.1431112796278797,-0.36541019741139535,-0.6102101190970832,1.1375693064339594
-1.185452493760027,-0.8762243871498736,0.6341821673035287,1.706094039857188,-0.8748054697925235,1.743651263675361,1.4404224149121114,-0.8790673186627984
-0.31954476932699766,-0.8762243871498736,1.6711092258410405,0.3866025903124662,-0.8748054697925235,0.33761028961752343,0.41510614790751404,-0.8790673186627984
-0.8968165856156839,-0.8762243871498736,0.9798245201493659,0.8264330734940402,-0.8748054697925235,-0.13107003506842244,0.7568782369090464,-0.8790673186627984
-0.030908861182654512,-0.8762243871498736,1.6711092258410405,-1.3727193424138295,-0.8748054697925235,0.10327012727455048,1.0986503259105789,-0.8790673186627984
-0.6081806774713407,-0.8762243871498736,1.3254668729952033,0.3866025903124662,-0.8748054697925235,0.10327012727455048,1.4404224149121114,-0.8790673186627984
1.7009065876834042,1.1412601779468106,-1.0940295969256575,-0.05322789286910776,1.1431112796278797,-1.5371110091262599,-0.2684380300955508,1.1375693064339594
-1.185452493760027,-0.8762243871498736,1.3254668729952033,1.266263556675614,-0.8748054697925235,1.509311101332388,1.4404224149121114,-0.8790673186627984
-0.31954476932699766,-0.8762243871498736,1.6711092258410405,1.266263556675614,-0.8748054697925235,1.9779914260183336,0.41510614790751404,-0.8790673186627984
1.7009065876834042,1.1412601779468106,-0.402744891233983,-0.9328888592322556,1.1431112796278797,-0.5997503597543683,-1.293754297100148,1.1375693064339594
-0.31954476932699766,-0.8762243871498736,0.6341821673035287,1.706094039857188,-0.8748054697925235,1.743651263675361,2.1239665929151763,-0.8790673186627984
-0.31954476932699766,-0.8762243871498736,0.6341821673035287,0.3866025903124662,-0.8748054697925235,0.8062906143034693,1.0986503259105789,-0.8790673186627984
0.5463629551060317,1.1412601779468106,-0.402744891233983,-1.3727193424138295,1.1431112796278797,-1.302770846783287,-0.2684380300955508,1.1375693064339594
-1.185452493760027,-0.8762243871498736,-0.05710253838814577,0.3866025903124662,-0.8748054697925235,0.33761028961752343,1.4404224149121114,-0.8790673186627984
1.4122706795390612,1.1412601779468106,-1.4396719497714947,-1.3727193424138295,1.1431112796278797,-1.5371110091262599,-1.293754297100148,1.1375693064339594
-0.8968165856156839,-0.8762243871498736,0.2885398144576915,1.266263556675614,-0.8748054697925235,0.8062906143034693,0.07333405890598162,-0.8790673186627984
0.25772704696168863,1.1412601779468106,-0.402744891233983,-1.3727193424138295,1.1431112796278797,-0.5997503597543683,-0.6102101190970832,1.1375693064339594
-0.8968165856156839,-0.8762243871498736,0.9798245201493659,0.8264330734940402,-0.8748054697925235,1.274970938989415,0.41510614790751404,-0.8790673186627984
1.7009065876834042,1.1412601779468106,-0.402744891233983,-0.9328888592322556,1.1431112796278797,-1.0684306844403142,-0.9519822080986157,1.1375693064339594
-0.6081806774713407,-0.8762243871498736,1.3254668729952033,0.3866025903124662,-0.8748054697925235,1.509311101332388,0.7568782369090464,-0.8790673186627984
-0.8968165856156839,-0.8762243871498736,0.6341821673035287,1.706094039857188,-0.8748054697925235,1.743651263675361,1.782194503913644,-0.8790673186627984
1.4122706795390612,1.1412601779468106,-0.7483872440798203,-0.4930583760506817,1.1431112796278797,-1.302770846783287,-1.293754297100148,1.1375693064339594
-0.6081806774713407,-0.8762243871498736,1.3254668729952033,1.706094039857188,-0.8748054697925235,1.9779914260183336,0.7568782369090464,-0.8790673186627984
